officer_id,count
2110,10
31030,9
9976,5
29454,4
32402,4
11257,4
24695,4
21476,3
32105,3
17189,3
22946,3
26018,3
17259,2
27983,2
10583,2
12089,2
32271,2
25491,2
8628,2
31576,2
4381,2
11129,2
15,2
3802,1
31935,1
22025,1
15273,1
21586,1
29992,1
31795,1
22018,1
15811,1
2798,1
18537,1
17634,1
16490,1
21465,1
11096,1
24116,1
